customer_key,r_score,f_score,m_score,rfm_code,customer_segment
28953,3,3,3,333,Champions
28299,3,3,3,333,Champions
29264,3,3,3,333,Champions
27480,3,3,3,333,Champions
28802,3,3,3,333,Champions
30415,3,3,3,333,Champions
27017,3,3,3,333,Champions
29362,3,3,3,333,Champions
30077,3,3,3,333,Champions
28571,3,3,3,333,Champions
29830,3,3,3,333,Champions
29042,3,3,3,333,Champions
29424,3,3,3,333,Champions
28405,3,3,3,333,Champions
27216,3,3,3,333,Champions
28900,3,3,3,333,Champions
27440,3,3,3,333,Champions
29826,3,3,3,333,Champions
28658,3,3,3,333,Champions
29490,3,3,3,333,Champions
29885,3,3,3,333,Champions
28726,3,3,3,333,Champions
28825,3,3,3,333,Champions
27579,3,3,3,333,Champions
28613,3,3,3,333,Champions
29631,3,3,3,333,Champions
29816,3,3,3,333,Champions
28189,3,3,3,333,Champions
28197,3,3,3,333,Champions
26626,3,3,3,333,Champions
28966,3,3,3,333,Champions
28393,3,3,3,333,Champions
30016,3,3,3,333,Champions
29579,3,3,3,333,Champions
28230,3,3,3,333,Champions
29425,3,3,3,333,Champions
27778,3,3,3,333,Champions
27241,3,3,3,333,Champions
28704,3,3,3,333,Champions
26631,3,3,3,333,Champions
27556,3,3,3,333,Champions
29426,3,3,3,333,Champions
30535,3,3,3,333,Champions
27333,3,3,3,333,Champions
26563,3,3,3,333,Champions
29524,3,3,3,333,Champions
30450,3,3,3,333,Champions
29124,3,3,3,333,Champions
29461,3,3,3,333,Champions
30181,3,3,3,333,Champions
26596,3,3,3,333,Champions
27002,3,3,3,333,Champions
27307,3,3,3,333,Champions
28793,3,3,3,333,Champions
28376,3,3,3,333,Champions
26904,3,3,3,333,Champions
26642,3,3,3,333,Champions
29280,3,3,3,333,Champions
27442,3,3,3,333,Champions
26580,3,3,3,333,Champions
29819,3,3,3,333,Champions
27107,3,3,3,333,Champions
28436,3,3,3,333,Champions
26414,3,3,3,333,Champions
29888,3,3,3,333,Champions
26481,3,3,3,333,Champions
27583,3,3,3,333,Champions
29829,3,3,3,333,Champions
29989,3,3,3,333,Champions
28476,3,3,3,333,Champions
27597,3,3,3,333,Champions
30008,3,3,3,333,Champions
28730,3,3,3,333,Champions
29544,3,3,3,333,Champions
28011,3,3,3,333,Champions
27797,3,3,3,333,Champions
29098,3,3,3,333,Champions
29076,3,3,3,333,Champions
29497,3,3,3,333,Champions
29655,3,3,3,333,Champions
27686,3,3,3,333,Champions
28260,3,3,3,333,Champions
29691,3,3,3,333,Champions
30317,3,3,3,333,Champions
30290,3,3,3,333,Champions
28033,3,3,3,333,Champions
27314,3,3,3,333,Champions
28987,3,3,3,333,Champions
26618,3,3,3,333,Champions
26673,3,3,3,333,Champions
29373,3,3,3,333,Champions
29150,3,3,3,333,Champions
29660,3,3,3,333,Champions
27925,3,3,3,333,Champions
26534,3,3,3,333,Champions
27599,3,3,3,333,Champions
29458,3,3,3,333,Champions
27805,3,3,3,333,Champions
27082,3,3,3,333,Champions
27802,3,3,3,333,Champions
28045,3,3,3,333,Champions
27529,3,3,3,333,Champions
30054,3,3,3,333,Champions
27205,3,3,3,333,Champions
27389,3,3,3,333,Champions
27106,3,3,3,333,Champions
28812,3,3,3,333,Champions
28258,3,3,3,333,Champions
30469,3,3,3,333,Champions
28589,3,3,3,333,Champions
28256,3,3,3,333,Champions
29765,3,3,3,333,Champions
29072,3,3,3,333,Champions
26274,3,3,3,333,Champions
27406,3,3,3,333,Champions
30078,3,3,3,333,Champions
27786,3,3,3,333,Champions
28112,3,3,3,333,Champions
27449,3,3,3,333,Champions
28007,3,3,3,333,Champions
29481,3,3,3,333,Champions
26680,3,3,3,333,Champions
27590,3,3,3,333,Champions
29987,3,3,3,333,Champions
29247,3,3,3,333,Champions
29013,3,3,3,333,Champions
30057,3,3,3,333,Champions
28561,3,3,3,333,Champions
30369,3,3,3,333,Champions
28723,3,3,3,333,Champions
30200,3,3,3,333,Champions
26671,3,3,3,333,Champions
28855,3,3,3,333,Champions
29035,3,3,3,333,Champions
27870,3,3,3,333,Champions
28822,3,3,3,333,Champions
30152,3,3,3,333,Champions
27886,3,3,3,333,Champions
28068,3,3,3,333,Champions
28152,3,3,3,333,Champions
27968,3,3,3,333,Champions
28664,3,3,3,333,Champions
28167,3,3,3,333,Champions
29457,3,3,3,333,Champions
30343,3,3,3,333,Champions
26603,3,3,3,333,Champions
28454,3,3,3,333,Champions
30517,3,3,3,333,Champions
28057,3,3,3,333,Champions
28439,3,3,3,333,Champions
29614,3,3,3,333,Champions
29639,3,3,3,333,Champions
27303,3,3,3,333,Champions
29399,3,3,3,333,Champions
27993,3,3,3,333,Champions
28084,3,3,3,333,Champions
30490,3,3,3,333,Champions
30320,3,3,3,333,Champions
27926,3,3,3,333,Champions
29860,3,3,3,333,Champions
26908,3,3,3,333,Champions
30599,3,3,3,333,Champions
28111,3,3,3,333,Champions
27463,3,3,3,333,Champions
28074,3,3,3,333,Champions
26381,3,3,3,333,Champions
29591,3,3,3,333,Champions
29010,3,3,3,333,Champions
27478,3,3,3,333,Champions
30185,3,3,3,333,Champions
28858,3,3,3,333,Champions
29402,3,3,3,333,Champions
30474,3,3,3,333,Champions
27776,3,3,3,333,Champions
29412,3,3,3,333,Champions
26462,3,3,3,333,Champions
26697,3,3,3,333,Champions
26909,3,3,3,333,Champions
27798,3,3,3,333,Champions
29600,3,3,3,333,Champions
27038,3,3,3,333,Champions
27300,3,3,3,333,Champions
28485,3,3,3,333,Champions
26839,3,3,3,333,Champions
29978,3,3,3,333,Champions
26755,3,3,3,333,Champions
29628,3,3,3,333,Champions
26469,3,3,3,333,Champions
30463,3,3,3,333,Champions
29379,3,3,3,333,Champions
29270,3,3,3,333,Champions
30303,3,3,3,333,Champions
27015,3,3,3,333,Champions
27736,3,3,3,333,Champions
28754,3,3,3,333,Champions
26640,3,3,3,333,Champions
28448,3,3,3,333,Champions
26374,3,3,3,333,Champions
28644,3,3,3,333,Champions
28781,3,3,3,333,Champions
29752,3,3,3,333,Champions
29142,3,3,3,333,Champions
26355,3,3,3,333,Champions
28226,3,3,3,333,Champions
29668,3,3,3,333,Champions
27710,3,3,3,333,Champions
27079,3,3,3,333,Champions
28640,3,3,3,333,Champions
30103,3,3,3,333,Champions
27533,3,3,3,333,Champions
29859,3,3,3,333,Champions
29084,3,3,3,333,Champions
27166,3,3,3,333,Champions
28412,3,3,3,333,Champions
30283,3,3,3,333,Champions
27371,3,3,3,333,Champions
30391,3,3,3,333,Champions
28729,3,3,3,333,Champions
30093,3,3,3,333,Champions
27104,3,3,3,333,Champions
28435,3,3,3,333,Champions
29533,3,3,3,333,Champions
26762,3,3,3,333,Champions
28067,3,3,3,333,Champions
29784,3,3,3,333,Champions
28813,3,3,3,333,Champions
27036,3,3,3,333,Champions
26452,3,3,3,333,Champions
27890,3,3,3,333,Champions
28836,3,3,3,333,Champions
26918,3,3,3,333,Champions
27209,3,3,3,333,Champions
29606,3,3,3,333,Champions
29080,3,3,3,333,Champions
29483,3,3,3,333,Champions
26714,3,3,3,333,Champions
29948,3,3,3,333,Champions
27831,3,3,3,333,Champions
26815,3,3,3,333,Champions
29755,3,3,3,333,Champions
27487,3,3,3,333,Champions
29123,3,3,3,333,Champions
28773,3,3,3,333,Champions
28358,3,3,3,333,Champions
27199,3,3,3,333,Champions
29615,3,3,3,333,Champions
28323,3,3,3,333,Champions
30307,3,3,3,333,Champions
29354,3,3,3,333,Champions
28123,3,3,3,333,Champions
29758,3,3,3,333,Champions
30409,3,3,3,333,Champions
28659,3,3,3,333,Champions
30017,3,3,3,333,Champions
27729,3,3,3,333,Champions
30427,3,3,3,333,Champions
29081,3,3,3,333,Champions
28963,3,3,3,333,Champions
28674,3,3,3,333,Champions
29745,3,3,3,333,Champions
28369,3,3,3,333,Champions
27320,3,3,3,333,Champions
29265,3,3,3,333,Champions
29288,3,3,3,333,Champions
26735,3,3,3,333,Champions
28716,3,3,3,333,Champions
29311,3,3,3,333,Champions
29571,3,3,3,333,Champions
28687,3,3,3,333,Champions
26405,3,3,3,333,Champions
28158,3,3,3,333,Champions
28996,3,3,3,333,Champions
28863,3,3,3,333,Champions
28229,3,3,3,333,Champions
27655,3,3,3,333,Champions
28540,3,3,3,333,Champions
29021,3,3,3,333,Champions
26407,3,3,3,333,Champions
27369,3,3,3,333,Champions
30035,3,3,3,333,Champions
27630,3,3,3,333,Champions
29305,3,3,3,333,Champions
30549,3,3,3,333,Champions
30308,3,3,3,333,Champions
27567,3,3,3,333,Champions
28285,3,3,3,333,Champions
27665,3,3,3,333,Champions
28218,3,3,3,333,Champions
29437,3,3,3,333,Champions
26936,3,3,3,333,Champions
28272,3,3,3,333,Champions
26620,3,3,3,333,Champions
26825,3,3,3,333,Champions
27455,3,3,3,333,Champions
29113,3,3,3,333,Champions
30329,3,3,3,333,Champions
30051,3,3,3,333,Champions
28283,3,3,3,333,Champions
26554,3,3,3,333,Champions
27491,3,3,3,333,Champions
26956,3,3,3,333,Champions
27224,3,3,3,333,Champions
30441,3,3,3,333,Champions
30298,3,3,3,333,Champions
28667,3,3,3,333,Champions
27603,3,3,3,333,Champions
28573,3,3,3,333,Champions
27497,3,3,3,333,Champions
28088,3,3,3,333,Champions
28481,3,3,3,333,Champions
30472,3,3,3,333,Champions
26340,3,3,3,333,Champions
30244,3,3,3,333,Champions
26806,3,3,3,333,Champions
27231,3,3,3,333,Champions
29006,3,3,3,333,Champions
27508,3,3,3,333,Champions
29788,3,3,3,333,Champions
28591,3,3,3,333,Champions
26526,3,3,3,333,Champions
26824,3,3,3,333,Champions
28689,3,3,3,333,Champions
28576,3,3,3,333,Champions
28734,3,3,3,333,Champions
30149,3,3,3,333,Champions
29777,3,3,3,333,Champions
27738,3,3,3,333,Champions
30403,3,3,3,333,Champions
27253,3,3,3,333,Champions
29245,3,3,3,333,Champions
29090,3,3,3,333,Champions
27153,3,3,3,333,Champions
28838,3,3,3,333,Champions
29568,3,3,3,333,Champions
30073,3,3,3,333,Champions
28692,3,3,3,333,Champions
30024,3,3,3,333,Champions
30354,3,3,3,333,Champions
26785,3,3,3,333,Champions
28495,3,3,3,333,Champions
26893,3,3,3,333,Champions
27288,3,3,3,333,Champions
27743,3,3,3,333,Champions
30407,3,3,3,333,Champions
28429,3,3,3,333,Champions
28719,3,3,3,333,Champions
29705,3,3,3,333,Champions
29156,3,3,3,333,Champions
27523,3,3,3,333,Champions
28615,3,3,3,333,Champions
28094,3,3,3,333,Champions
26822,3,3,3,333,Champions
29045,3,3,3,333,Champions
26881,3,3,3,333,Champions
28018,3,3,3,333,Champions
27527,3,3,3,333,Champions
29028,3,3,3,333,Champions
29078,3,3,3,333,Champions
28091,3,3,3,333,Champions
29684,3,3,3,333,Champions
27172,3,3,3,333,Champions
28749,3,3,3,333,Champions
28098,3,3,3,333,Champions
28713,3,3,3,333,Champions
27386,3,3,3,333,Champions
28090,3,3,3,333,Champions
28950,3,3,3,333,Champions
26663,3,3,3,333,Champions
28834,3,3,3,333,Champions
28693,3,3,3,333,Champions
30559,3,3,3,333,Champions
30326,3,3,3,333,Champions
28217,3,3,3,333,Champions
28603,3,3,3,333,Champions
26622,3,3,3,333,Champions
26422,3,3,3,333,Champions
26403,3,3,3,333,Champions
28350,3,3,3,333,Champions
27730,3,3,3,333,Champions
29202,3,3,3,333,Champions
27202,3,3,3,333,Champions
27379,3,3,3,333,Champions
28149,3,3,3,333,Champions
27306,3,3,3,333,Champions
28844,3,3,3,333,Champions
27848,3,3,3,333,Champions
30315,3,3,3,333,Champions
29862,3,3,3,333,Champions
27876,3,3,3,333,Champions
29730,3,3,3,333,Champions
30266,3,3,3,333,Champions
28385,3,3,3,333,Champions
30323,3,3,3,333,Champions
26810,3,3,3,333,Champions
27901,3,3,3,333,Champions
30460,3,3,3,333,Champions
28691,3,3,3,333,Champions
30528,3,3,3,333,Champions
28621,3,3,3,333,Champions
30541,3,3,3,333,Champions
28780,3,3,3,333,Champions
28916,3,3,3,333,Champions
27182,3,3,3,333,Champions
27128,3,3,3,333,Champions
30031,3,3,3,333,Champions
29756,3,3,3,333,Champions
28110,3,3,3,333,Champions
29939,3,3,3,333,Champions
27486,3,3,3,333,Champions
26431,3,3,3,333,Champions
27621,3,3,3,333,Champions
27267,3,3,3,333,Champions
26285,3,3,3,333,Champions
27582,3,3,3,333,Champions
30108,3,3,3,333,Champions
30294,3,3,3,333,Champions
27690,3,3,3,333,Champions
30098,3,3,3,333,Champions
29151,3,3,3,333,Champions
29588,3,3,3,333,Champions
30287,3,3,3,333,Champions
29403,3,3,3,333,Champions
28493,3,3,3,333,Champions
28092,3,3,3,333,Champions
27272,3,3,3,333,Champions
29094,3,3,3,333,Champions
29754,3,3,3,333,Champions
27392,3,3,3,333,Champions
29773,3,3,3,333,Champions
28820,3,3,3,333,Champions
29334,3,3,3,333,Champions
30492,3,3,3,333,Champions
27818,3,3,3,333,Champions
29363,3,3,3,333,Champions
29435,3,3,3,333,Champions
29489,3,3,3,333,Champions
30634,3,3,3,333,Champions
28846,3,3,3,333,Champions
27935,3,3,3,333,Champions
30053,3,3,3,333,Champions
26472,3,3,3,333,Champions
29541,3,3,3,333,Champions
26970,3,3,3,333,Champions
27071,3,3,3,333,Champions
28881,3,3,3,333,Champions
28192,3,3,3,333,Champions
30036,3,3,3,333,Champions
27879,3,3,2,332,Champions
30065,3,3,2,332,Champions
30619,3,3,2,332,Champions
26279,3,3,2,332,Champions
26411,3,3,2,332,Champions
27420,3,3,2,332,Champions
30556,3,3,2,332,Champions
28661,3,3,2,332,Champions
29284,3,3,2,332,Champions
29325,3,3,2,332,Champions
29969,3,3,2,332,Champions
29580,3,3,2,332,Champions
26479,3,3,2,332,Champions
30630,3,3,2,332,Champions
28179,3,3,2,332,Champions
29996,3,3,2,332,Champions
29865,3,3,2,332,Champions
27133,3,3,2,332,Champions
29026,3,3,2,332,Champions
26564,3,3,2,332,Champions
29231,3,3,2,332,Champions
27370,3,3,2,332,Champions
29500,3,3,2,332,Champions
28753,3,3,2,332,Champions
29574,3,3,2,332,Champions
26391,3,3,2,332,Champions
28810,3,3,2,332,Champions
28127,3,3,2,332,Champions
30451,3,3,2,332,Champions
27494,3,3,2,332,Champions
27535,3,3,2,332,Champions
29234,3,3,2,332,Champions
26588,3,3,2,332,Champions
29251,3,3,2,332,Champions
28107,3,3,2,332,Champions
28008,3,3,2,332,Champions
27726,3,3,2,332,Champions
26800,3,3,2,332,Champions
27050,3,3,2,332,Champions
26587,3,3,2,332,Champions
28725,3,3,2,332,Champions
30610,3,3,2,332,Champions
27976,3,3,2,332,Champions
27645,3,3,2,332,Champions
27834,3,3,2,332,Champions
28319,3,3,2,332,Champions
26776,3,3,2,332,Champions
27383,3,3,2,332,Champions
27034,3,3,2,332,Champions
29845,3,3,2,332,Champions
26989,3,3,2,332,Champions
30042,3,3,2,332,Champions
27058,3,3,2,332,Champions
28537,3,3,2,332,Champions
29619,3,3,2,332,Champions
27875,3,3,2,332,Champions
26346,3,3,2,332,Champions
28377,3,3,2,332,Champions
29455,3,3,2,332,Champions
28365,3,3,2,332,Champions
29304,3,3,2,332,Champions
29529,3,3,2,332,Champions
30312,3,3,2,332,Champions
27252,3,3,2,332,Champions
29117,3,3,2,332,Champions
28959,3,3,2,332,Champions
27125,3,3,2,332,Champions
29212,3,3,2,332,Champions
28166,3,3,2,332,Champions
26493,3,3,2,332,Champions
26823,3,3,2,332,Champions
27151,3,3,2,332,Champions
28020,3,3,2,332,Champions
26384,3,3,2,332,Champions
30438,3,3,2,332,Champions
27427,3,3,2,332,Champions
28029,3,3,2,332,Champions
29578,3,3,2,332,Champions
26420,3,3,2,332,Champions
30094,3,3,2,332,Champions
29005,3,3,2,332,Champions
29119,3,3,2,332,Champions
28087,3,3,2,332,Champions
28298,3,3,2,332,Champions
27163,3,3,2,332,Champions
30522,3,3,2,332,Champions
27950,3,3,2,332,Champions
26730,3,3,2,332,Champions
29514,3,3,2,332,Champions
29109,3,3,2,332,Champions
30243,3,3,2,332,Champions
29896,3,3,2,332,Champions
28595,3,3,2,332,Champions
30208,3,3,2,332,Champions
29986,3,3,2,332,Champions
28628,3,3,2,332,Champions
29634,3,3,2,332,Champions
28762,3,3,2,332,Champions
27565,3,3,2,332,Champions
27512,3,3,2,332,Champions
29907,3,3,2,332,Champions
26440,3,3,2,332,Champions
28457,3,3,2,332,Champions
29038,3,3,2,332,Champions
26930,3,3,2,332,Champions
29908,3,3,2,332,Champions
27809,3,3,2,332,Champions
26426,3,3,2,332,Champions
29528,3,3,2,332,Champions
28180,3,3,2,332,Champions
30534,3,3,2,332,Champions
27719,3,3,2,332,Champions
29262,3,3,1,331,Champions
26760,3,3,1,331,Champions
29039,3,3,1,331,Champions
27593,3,3,1,331,Champions
28738,3,2,3,323,Potential Loyalists
26419,3,2,3,323,Potential Loyalists
29797,3,2,3,323,Potential Loyalists
26379,3,2,3,323,Potential Loyalists
27699,3,2,3,323,Potential Loyalists
26718,3,2,3,323,Potential Loyalists
27735,3,2,3,323,Potential Loyalists
27057,3,2,3,323,Potential Loyalists
27769,3,2,3,323,Potential Loyalists
26417,3,2,3,323,Potential Loyalists
28244,3,2,3,323,Potential Loyalists
28544,3,2,3,323,Potential Loyalists
28960,3,2,3,323,Potential Loyalists
26292,3,2,3,323,Potential Loyalists
29224,3,2,3,323,Potential Loyalists
29972,3,2,3,323,Potential Loyalists
26398,3,2,3,323,Potential Loyalists
29392,3,2,3,323,Potential Loyalists
28027,3,2,3,323,Potential Loyalists
28124,3,2,3,323,Potential Loyalists
26855,3,2,3,323,Potential Loyalists
29979,3,2,3,323,Potential Loyalists
28633,3,2,3,323,Potential Loyalists
27046,3,2,3,323,Potential Loyalists
29763,3,2,3,323,Potential Loyalists
30161,3,2,3,323,Potential Loyalists
26807,3,2,3,323,Potential Loyalists
27031,3,2,3,323,Potential Loyalists
28545,3,2,3,323,Potential Loyalists
26506,3,2,3,323,Potential Loyalists
26586,3,2,3,323,Potential Loyalists
27026,3,2,3,323,Potential Loyalists
29731,3,2,3,323,Potential Loyalists
27214,3,2,3,323,Potential Loyalists
28896,3,2,3,323,Potential Loyalists
28265,3,2,3,323,Potential Loyalists
27979,3,2,3,323,Potential Loyalists
28870,3,2,3,323,Potential Loyalists
28892,3,2,3,323,Potential Loyalists
28021,3,2,3,323,Potential Loyalists
28483,3,2,3,323,Potential Loyalists
30218,3,2,3,323,Potential Loyalists
29147,3,2,3,323,Potential Loyalists
26442,3,2,3,323,Potential Loyalists
26278,3,2,3,323,Potential Loyalists
27706,3,2,3,323,Potential Loyalists
29711,3,2,3,323,Potential Loyalists
30385,3,2,3,323,Potential Loyalists
30401,3,2,3,323,Potential Loyalists
